6,58,0.2102,382
6,128,0.26442,131
6,130,0.41703,324
20,9,0.33528,231
20,12,0.38568,194
20,14,0.36674,215
20,17,0.20825,222
60,14,0.20825,438
60,40,0.20825,320
60,42,0.20825,250
60,56,0.26232,70
60,58,0.2102,382
60,77,0.38568,224
60,128,0.36296,331
60,130,0.36674,142
90,77,0.38568,224
130,12,0.38568,528
130,14,0.57537,316
130,40,0.38568,399
130,56,0.38568,388
130,58,0.53934,598
130,75,0.42446,313
130,77,0.21566,279
130,128,0.20825,374
130,130,0.30106,153
130,138,0.21566,641
130,140,0.38568,406
180,77,0.36607,602
180,75,0.53934,443
158,6,0.33528,481
160,6,0.53161,312
162,6,0.41838,445
160,20,0.38568,344
107,33,0.53161,334
105,33,0.20825,372
14,33,0.20825,222
12,33,0.36674,215
10,33,0.38568,425
10,50,0.38568,320
12,50,0.36674,335
105,50,0.36674,239
107,50,0.38568,546
109,50,0.20825,250
162,50,0.21566,744
162,70,0.53934,243
105,70,0.21566,337
103,70,0.26232,231
12,70,0.36674,253
10,70,0.38568,320
10,90,0.33528,215
12,90,0.36674,372
103,90,0.38568,455
105,90,0.21566,694
107,90,0.20825,330
182,90,0.20825,374
184,90,0.21566,881
10,134,0.58349,437
12,134,0.36674,212
105,134,0.21566,641
164,134,0.21566,1034
164,145,0.55835,191
162,145,0.4335,204
6,40,0.20881,312
6,42,0.23839,260
6,56,0.26232,152
164,80,0.21566,279
109,70,0.20825,566
103,145,0.26409,109
103,135,0.38568,515
