208,3,-2,242,245,3,40,1
160,3,-2,453,463,210,3,2
158,3,-2,312,317,10,148,3
3,130,-2,122,127,3,42,4
160,3,-2,215,223,162,3,5
158,3,-2,312,321,10,148,6
3,128,-2,791,918,210,3,7
12,148,-2,384,384,210,3,8
208,3,-2,632,691,162,3,9
158,3,-2,312,320,10,148,10
3,58,-2,265,274,210,3,11
208,3,-2,417,424,162,3,12
160,3,-2,312,327,10,148,13
208,3,-2,304,305,162,148,14
3,58,-2,853,1372,210,3,15
3,58,-2,697,782,162,3,16
158,3,-2,312,324,10,148,17
3,58,-2,331,349,3,42,18
3,58,-2,265,274,210,3,19
3,130,-2,302,315,162,3,20
208,3,-2,360,367,10,148,21
3,56,-2,458,494,162,148,22
3,58,-2,653,728,210,3,23
158,3,-2,265,286,210,3,24
3,58,-2,221,223,162,3,25
3,128,-2,180,181,162,148,26
3,130,-2,122,126,3,42,27
12,148,-2,384,403,210,3,28
3,58,-2,221,223,162,3,29
158,3,-2,312,322,10,148,30
3,130,-2,375,408,210,3,31
3,58,-2,564,669,10,148,32
158,3,-2,193,196,3,40,33
158,3,-2,567,616,3,42,34
208,3,-2,243,253,210,3,35
164,148,-2,376,387,105,148,36
3,128,-2,873,1041,162,3,37
158,3,-2,312,323,10,148,38
160,3,-2,195,196,3,40,39
208,3,-2,307,319,210,3,40
3,58,-2,659,737,162,3,41
160,3,-2,312,317,10,148,42
208,3,-2,243,243,3,40,43
158,3,-2,265,281,210,3,44
208,3,-2,632,701,162,3,45
3,56,-2,306,309,10,148,46
12,148,-2,131,131,3,42,47
3,128,-2,123,124,105,148,48
3,130,-2,362,372,3,40,49
12,148,-2,131,134,3,42,50
160,3,-2,453,486,210,3,51
3,58,-2,507,581,162,3,52
3,130,-2,375,401,210,3,53
158,3,-2,265,278,210,3,54
160,3,-2,312,320,10,148,55
158,3,-2,193,193,3,40,56
12,148,-2,131,135,3,42,57
3,56,-2,455,495,210,3,58
160,3,-2,312,320,10,148,59
3,128,-2,377,382,210,3,60
208,3,-2,610,679,10,148,61
3,58,-2,389,428,3,40,62
160,3,-2,263,269,210,3,63
164,148,-2,232,233,210,3,64
3,58,-2,507,598,162,3,65
3,58,-2,265,279,210,3,66
3,128,-2,300,304,162,3,67
3,58,-2,506,576,10,148,68
158,3,-2,397,409,105,148,69
3,58,-2,265,279,210,3,70
158,3,-2,509,559,162,3,71
208,3,-2,360,369,10,148,72
3,58,-2,256,268,162,148,73
208,3,-2,695,781,210,3,74
3,128,-2,654,712,10,148,75
3,130,-2,178,181,162,148,76
3,56,-2,807,1069,3,40,77
164,148,-2,310,317,3,42,78
3,58,-2,639,808,210,3,79
158,3,-2,205,217,105,148,80
208,3,-2,316,327,3,42,81
164,148,-2,232,232,210,3,82
12,148,-2,311,314,162,3,83
3,128,-2,877,1119,3,40,84
12,148,-2,511,553,3,42,85
164,148,-2,232,234,210,3,86
3,130,-2,302,314,162,3,87
160,3,-2,312,330,10,148,88
3,56,-2,33,33,3,42,89
3,56,-2,213,215,162,3,90
3,128,-2,377,381,210,3,91
3,58,-2,700,1059,10,148,92
160,3,-2,195,198,3,40,93
208,3,-2,243,243,210,3,94
158,3,-2,312,326,10,148,95
3,130,-2,122,122,3,42,96
160,3,-2,312,322,10,148,97
3,58,-2,395,437,105,148,98
208,3,-2,243,248,3,40,99
3,128,-2,835,987,105,148,100
3,58,-2,335,355,3,42,101
3,58,-2,453,494,210,3,102
3,58,-2,407,450,162,3,103
3,56,-2,442,478,162,3,104
158,3,-2,312,326,10,148,105
3,56,-2,33,34,3,42,106
158,3,-2,265,269,210,3,107
3,56,-2,213,215,162,3,108
160,3,-2,312,326,10,148,109
3,58,-2,265,269,210,3,110
3,128,-2,488,498,10,148,111
3,128,-2,445,453,3,42,112
3,58,-2,304,325,10,148,113
158,3,-2,193,205,3,40,114
3,128,-2,580,597,3,42,115
3,58,-2,265,272,210,3,116
3,58,-2,221,239,162,3,117
158,3,-2,195,196,3,40,118
3,58,-2,265,273,210,3,119
3,58,-2,221,239,162,3,120
160,3,-2,312,324,10,148,121
164,148,-2,232,234,210,3,122
208,3,-2,489,543,162,3,123
3,58,-2,304,324,10,148,124
3,130,-2,453,467,3,42,125
3,58,-2,221,260,162,3,126
3,130,-2,375,387,210,3,127
158,3,-2,413,498,162,3,128
208,3,-2,610,674,10,148,129
3,130,-2,519,559,105,148,130
3,58,-2,345,365,162,3,131
160,3,-2,312,321,10,148,132
3,128,-2,989,1433,210,3,133
160,3,-2,312,324,10,148,134
158,3,-2,193,200,3,40,135
3,128,-2,1821,1995,210,3,136
3,58,-2,215,221,162,3,137
208,3,-2,539,615,3,42,138
3,58,-2,265,273,210,3,139
208,3,-2,243,252,3,40,140
3,58,-2,260,265,3,42,141
160,3,-2,263,268,210,3,142
3,56,-2,33,34,3,42,143
208,3,-2,327,332,162,3,144
3,128,-2,488,489,10,148,145
208,3,-2,304,304,162,148,146
160,3,-2,195,197,3,40,147
3,58,-2,604,868,3,42,148
160,3,-2,263,270,210,3,149
208,3,-2,417,429,162,3,150
3,58,-2,639,806,210,3,151
3,56,-2,387,423,3,40,152
3,128,-2,375,380,210,3,153
160,3,-2,201,207,105,148,154
158,3,-2,195,196,3,40,155
3,128,-2,445,471,3,42,156
3,58,-2,901,1380,162,3,157
158,3,-2,570,638,10,148,158
3,58,-2,256,262,162,148,159
208,3,-2,243,252,3,40,160
