6,58,0.24241,411
6,128,0.44263,100
6,130,0.26532,343
20,9,0.59405,115
20,12,0.15258,118
20,14,0.43556,170
20,17,0.3681,172
60,14,0.43556,342
60,40,0.35361,252
60,42,0.3681,235
60,56,0.56052,95
60,58,0.24241,539
60,77,0.24241,487
60,128,0.15258,174
60,130,0.26532,314
90,75,0.44263,327
90,77,0.24241,160
130,10,0.50592,311
130,12,0.15258,608
130,14,0.46945,248
130,40,0.3681,128
130,42,0.3681,259
130,56,0.69833,324
130,58,0.6029,388
130,75,0.69833,216
130,77,0.24241,214
130,128,0.69833,254
130,130,0.15258,456
130,138,0.61127,100
130,140,0.54831,94
180,77,0.65241,287
180,75,0.69833,290
180,58,0.25986,302
180,56,0.4039,155
180,40,0.3681,128
158,6,0.50592,311
160,6,0.15258,370
162,6,0.46945,496
208,6,0.69833,335
210,6,0.65241,661
160,20,0.15258,486
162,33,0.15258,185
160,33,0.69833,301
107,33,0.15258,490
105,33,0.50592,290
14,33,0.3681,172
12,33,0.43556,170
10,33,0.15258,233
10,50,0.15258,122
12,50,0.43556,325
105,50,0.50592,199
107,50,0.15258,424
109,50,0.3681,57
160,50,0.69833,392
162,50,0.15258,353
205,50,0.25986,457
208,50,0.69833,290
210,50,0.65241,287
210,70,0.65241,287
208,70,0.69833,290
164,70,0.29293,201
162,70,0.15258,289
105,70,0.15258,292
103,70,0.24241,310
12,70,0.44263,408
10,70,0.15258,203
162,60,0.15258,490
10,90,0.15258,559
12,90,0.44263,278
103,90,0.24241,188
105,90,0.15258,182
107,90,0.69833,175
182,90,0.15258,503
184,90,0.29293,414
105,120,0.15258,370
10,134,0.40237,439
12,134,0.53343,203
105,134,0.54831,223
107,134,0.61127,100
164,134,0.63461,207
164,145,0.63461,207
162,145,0.54831,194
105,145,0.36012,129
6,40,0.45296,278
6,42,0.271,303
6,56,0.56052,220
