6,58,0.37542,296
6,128,0.556,237
6,130,0.72818,165
20,9,0.1252,96
20,12,0.09234,99
20,14,0.17394,176
20,17,0.59938,138
60,14,0.17394,314
60,40,0.17417,231
60,42,0.59938,198
60,56,0.58301,65
60,58,0.37542,296
60,77,0.556,325
60,128,0.556,243
60,130,0.72818,158
90,75,0.39648,218
90,77,0.556,107
130,10,0.39289,294
130,12,0.49993,399
130,14,0.63086,237
130,40,0.49993,230
130,42,0.59938,283
130,56,0.49993,486
130,58,0.37542,250
130,75,0.39648,158
130,77,0.556,138
130,128,0.556,262
130,130,0.72818,148
130,138,0.10807,83
130,140,0.63382,68
180,77,0.20387,260
180,75,0.39648,205
180,58,0.37542,180
180,56,0.13547,163
180,40,0.49993,230
158,6,0.39289,294
160,6,0.062934,245
162,6,0.10404,410
208,6,0.49993,367
210,6,0.09012,535
160,20,0.49993,327
162,33,0.72075,109
160,33,0.49993,218
107,33,0.49993,300
105,33,0.39289,275
14,33,0.59938,138
12,33,0.17394,176
10,33,0.09234,195
10,50,0.09234,130
12,50,0.17394,268
105,50,0.39289,209
107,50,0.49993,250
109,50,0.49993,200
160,50,0.49993,400
162,50,0.72075,210
205,50,0.37542,343
208,50,0.39648,205
210,50,0.20387,260
210,70,0.20387,260
208,70,0.39648,205
164,70,0.49436,93
162,70,0.58067,124
105,70,0.45217,127
103,70,0.58301,157
12,70,0.17394,248
10,70,0.09234,130
162,60,0.58067,217
10,90,0.09234,376
12,90,0.17394,169
103,90,0.38886,75
105,90,0.63382,78
107,90,0.10807,102
182,90,0.556,262
184,90,0.72818,306
105,120,0.63382,153
10,134,0.09234,361
12,134,0.17394,153
105,134,0.63382,163
107,134,0.10807,83
164,134,0.51633,158
164,145,0.51633,158
162,145,0.10807,151
105,145,0.73651,95
6,40,0.17417,251
6,42,0.72818,197
6,56,0.58301,85
