6,58,0.32842,349
6,128,0.38945,103
6,130,0.55612,317
20,9,0.35166,196
20,12,0.3549,179
20,14,0.58771,214
20,17,0.52188,226
60,14,0.52188,440
60,40,0.52188,309
60,42,0.38314,272
60,56,0.36994,83
60,58,0.32842,349
60,77,0.32842,191
60,128,0.32842,294
60,130,0.55612,155
90,77,0.32842,191
130,12,0.43605,504
130,14,0.38248,336
130,40,0.52188,339
130,56,0.4465,305
130,58,0.32842,525
130,75,0.28572,313
130,77,0.58181,258
130,128,0.38314,319
130,130,0.36994,168
130,138,0.58181,638
130,140,0.36994,368
180,77,0.25745,603
180,75,0.38314,437
158,6,0.35166,446
160,6,0.43605,336
162,6,0.27299,464
160,20,0.4465,296
107,33,0.43605,325
105,33,0.52188,354
14,33,0.52188,226
12,33,0.58771,214
10,33,0.3549,375
10,50,0.3549,307
12,50,0.58771,346
105,50,0.52188,211
107,50,0.43605,498
109,50,0.38314,272
162,50,0.52188,634
162,70,0.32842,195
105,70,0.43605,346
103,70,0.36994,234
12,70,0.58771,249
10,70,0.3549,307
10,90,0.37684,214
12,90,0.32842,347
103,90,0.36994,425
105,90,0.58181,684
107,90,0.38314,307
182,90,0.38314,319
184,90,0.58181,861
10,134,0.47309,436
12,134,0.58771,216
105,134,0.58181,638
164,134,0.58181,1029
164,145,0.52874,218
162,145,0.27975,195
6,40,0.28245,266
6,42,0.31086,289
6,56,0.36994,180
164,80,0.58181,258
109,70,0.38314,540
103,145,0.30383,144
103,135,0.36994,512
