6,58,0.46117,349
6,128,0.30555,126
6,130,0.39027,313
20,9,0.2796,199
20,12,0.52615,210
20,14,0.44412,256
20,17,0.2542,224
60,14,0.44412,480
60,40,0.52129,318
60,42,0.2542,252
60,56,0.35053,71
60,58,0.46117,349
60,77,0.2796,214
60,128,0.44412,303
60,130,0.52867,153
90,77,0.2796,214
130,12,0.5148,507
130,14,0.23967,366
130,40,0.28067,404
130,56,0.23881,370
130,58,0.20743,548
130,75,0.20743,287
130,77,0.40821,243
130,128,0.20743,332
130,130,0.28067,160
130,138,0.20743,593
130,140,0.2796,393
180,77,0.49756,601
180,75,0.21516,434
158,6,0.2796,470
160,6,0.5148,298
162,6,0.23967,488
160,20,0.21516,331
107,33,0.5148,297
105,33,0.44412,385
14,33,0.2542,224
12,33,0.44412,256
10,33,0.2796,409
10,50,0.2796,323
12,50,0.44412,384
105,50,0.44412,238
107,50,0.5148,530
109,50,0.2542,252
162,50,0.21516,735
162,70,0.44412,184
105,70,0.5148,331
103,70,0.47943,226
12,70,0.44412,254
10,70,0.2796,323
10,90,0.52554,215
12,90,0.44412,360
103,90,0.2796,440
105,90,0.20743,654
107,90,0.20743,332
182,90,0.20743,332
184,90,0.40821,844
10,134,0.32915,420
12,134,0.52867,228
105,134,0.20743,593
164,134,0.28067,1004
164,145,0.28067,206
162,145,0.43764,188
6,40,0.37986,296
6,42,0.52854,264
6,56,0.449,201
164,80,0.40821,243
109,70,0.20743,539
103,145,0.35276,118
103,135,0.2796,511
