6,58,0.54431,348
6,128,0.38858,135
6,130,0.20594,284
20,9,0.5958,236
20,12,0.49079,208
20,14,0.29178,210
20,17,0.55352,208
60,14,0.55352,418
60,40,0.55352,312
60,42,0.56179,253
60,56,0.56262,62
60,58,0.54431,348
60,77,0.48646,236
60,128,0.48646,294
60,130,0.58225,164
90,77,0.48646,236
130,12,0.55352,512
130,14,0.38287,318
130,40,0.55935,342
130,56,0.49079,319
130,58,0.55935,533
130,75,0.42079,292
130,77,0.58225,287
130,128,0.45072,318
130,130,0.57614,155
130,138,0.58225,623
130,140,0.58225,440
180,77,0.28114,584
180,75,0.45072,434
158,6,0.49079,518
160,6,0.55352,313
162,6,0.26818,453
160,20,0.49079,334
107,33,0.55352,304
105,33,0.49079,382
14,33,0.55352,208
12,33,0.29178,210
10,33,0.5958,444
10,50,0.5958,359
12,50,0.29178,334
105,50,0.49079,245
107,50,0.55935,471
109,50,0.56179,253
162,50,0.55935,676
162,70,0.42079,176
105,70,0.55935,324
103,70,0.54431,234
12,70,0.26103,230
10,70,0.5958,359
10,90,0.5958,239
12,90,0.48646,346
103,90,0.54431,470
105,90,0.58225,679
107,90,0.57614,313
182,90,0.45072,318
184,90,0.58225,871
10,134,0.41974,412
12,134,0.48646,239
105,134,0.58225,623
164,134,0.58225,1026
164,145,0.57614,197
162,145,0.44178,234
6,40,0.44964,294
6,42,0.44057,272
6,56,0.56262,166
164,80,0.58225,287
109,70,0.42079,537
103,145,0.2394,116
103,135,0.58225,556
