6,58,0.36102,332,1
6,128,0.37766,133,1
6,130,0.27888,302,1
20,9,0.4265,221,1
20,12,0.58145,206,1
20,14,0.35436,222,1
20,17,0.23843,250,1
60,14,0.23843,472,1
60,40,0.23843,320,1
60,42,0.40853,251,1
60,56,0.48062,65,1
60,58,0.36102,332,1
60,77,0.43515,202,1
60,128,0.27234,295,1
60,130,0.27888,157,1
90,77,0.43515,202,1
130,12,0.56208,530,1
130,14,0.23705,348,1
130,40,0.23843,336,1
130,56,0.23843,363,1
130,58,0.30192,520,1
130,75,0.40853,284,1
130,77,0.27888,281,1
130,128,0.34159,344,1
130,130,0.30192,127,1
130,138,0.30192,617,1
130,140,0.27888,384,1
180,77,0.56709,592,1
180,75,0.34159,435,1
158,6,0.23843,509,1
160,6,0.56208,307,1
162,6,0.29403,477,1
160,20,0.38834,353,1
107,33,0.56208,324,1
105,33,0.23843,412,1
14,33,0.23843,250,1
12,33,0.35436,222,1
10,33,0.4265,427,1
10,50,0.4265,346,1
12,50,0.35436,361,1
105,50,0.23843,260,1
107,50,0.56208,494,1
109,50,0.40853,251,1
162,50,0.23843,690,1
162,70,0.34159,193,1
105,70,0.56208,326,1
103,70,0.48062,206,1
12,70,0.27234,264,1
10,70,0.4265,346,1
10,90,0.4265,251,1
12,90,0.43515,371,1
103,90,0.43515,408,1
105,90,0.56208,673,1
107,90,0.30192,297,1
182,90,0.34159,344,1
184,90,0.27888,873,1
10,134,0.22953,432,1
12,134,0.43515,245,1
105,134,0.30192,617,1
164,134,0.30192,1000,1
164,145,0.29035,208,1
162,145,0.3739,209,1
6,40,0.23618,271,1
6,42,0.26999,270,1
6,56,0.35436,162,1
164,80,0.27888,281,1
109,70,0.30192,515,1
103,145,0.2045,117,1
103,135,0.27888,501,1
6,58,0.36102,332,2
6,128,0.37766,133,2
6,130,0.27888,302,2
20,9,0.4265,221,2
20,12,0.58145,206,2
20,14,0.35436,222,2
20,17,0.23843,250,2
60,14,0.23843,472,2
60,40,0.23843,320,2
60,42,0.40853,251,2
60,56,0.48062,65,2
60,58,0.36102,332,2
60,77,0.43515,202,2
60,128,0.27234,295,2
60,130,0.27888,157,2
90,77,0.43515,202,2
130,12,0.56208,530,2
130,14,0.23705,348,2
130,40,0.23843,336,2
130,56,0.23843,363,2
130,58,0.30192,520,2
130,75,0.40853,284,2
130,77,0.27888,281,2
130,128,0.34159,344,2
130,130,0.30192,127,2
130,138,0.30192,617,2
130,140,0.27888,384,2
180,77,0.56709,592,2
180,75,0.34159,435,2
158,6,0.23843,509,2
160,6,0.56208,307,2
162,6,0.29403,477,2
160,20,0.38834,353,2
107,33,0.56208,324,2
105,33,0.23843,412,2
14,33,0.23843,250,2
12,33,0.35436,222,2
10,33,0.4265,427,2
10,50,0.4265,346,2
12,50,0.35436,361,2
105,50,0.23843,260,2
107,50,0.56208,494,2
109,50,0.40853,251,2
162,50,0.23843,690,2
162,70,0.34159,193,2
105,70,0.56208,326,2
103,70,0.48062,206,2
12,70,0.27234,264,2
10,70,0.4265,346,2
10,90,0.4265,251,2
12,90,0.43515,371,2
103,90,0.43515,408,2
105,90,0.56208,673,2
107,90,0.30192,297,2
182,90,0.34159,344,2
184,90,0.27888,873,2
10,134,0.22953,432,2
12,134,0.43515,245,2
105,134,0.30192,617,2
164,134,0.30192,1000,2
164,145,0.29035,208,2
162,145,0.3739,209,2
6,40,0.23618,271,2
6,42,0.26999,270,2
6,56,0.35436,162,2
164,80,0.27888,281,2
109,70,0.30192,515,2
103,145,0.2045,117,2
103,135,0.27888,501,2
6,58,0.36102,332,3
6,128,0.37766,133,3
6,130,0.27888,302,3
20,9,0.4265,221,3
20,12,0.58145,206,3
20,14,0.35436,222,3
20,17,0.23843,250,3
60,14,0.23843,472,3
60,40,0.23843,320,3
60,42,0.40853,251,3
60,56,0.48062,65,3
60,58,0.36102,332,3
60,77,0.43515,202,3
60,128,0.27234,295,3
60,130,0.27888,157,3
90,77,0.43515,202,3
130,12,0.56208,530,3
130,14,0.23705,348,3
130,40,0.23843,336,3
130,56,0.23843,363,3
130,58,0.30192,520,3
130,75,0.40853,284,3
130,77,0.27888,281,3
130,128,0.34159,344,3
130,130,0.30192,127,3
130,138,0.30192,617,3
130,140,0.27888,384,3
180,77,0.56709,592,3
180,75,0.34159,435,3
158,6,0.23843,509,3
160,6,0.56208,307,3
162,6,0.29403,477,3
160,20,0.38834,353,3
107,33,0.56208,324,3
105,33,0.23843,412,3
14,33,0.23843,250,3
12,33,0.35436,222,3
10,33,0.4265,427,3
10,50,0.4265,346,3
12,50,0.35436,361,3
105,50,0.23843,260,3
107,50,0.56208,494,3
109,50,0.40853,251,3
162,50,0.23843,690,3
162,70,0.34159,193,3
105,70,0.56208,326,3
103,70,0.48062,206,3
12,70,0.27234,264,3
10,70,0.4265,346,3
10,90,0.4265,251,3
12,90,0.43515,371,3
103,90,0.43515,408,3
105,90,0.56208,673,3
107,90,0.30192,297,3
182,90,0.34159,344,3
184,90,0.27888,873,3
10,134,0.22953,432,3
12,134,0.43515,245,3
105,134,0.30192,617,3
164,134,0.30192,1000,3
164,145,0.29035,208,3
162,145,0.3739,209,3
6,40,0.23618,271,3
6,42,0.26999,270,3
6,56,0.35436,162,3
164,80,0.27888,281,3
109,70,0.30192,515,3
103,145,0.2045,117,3
103,135,0.27888,501,3
6,58,0.36102,332,4
6,128,0.37766,133,4
6,130,0.27888,302,4
20,9,0.4265,221,4
20,12,0.58145,206,4
20,14,0.35436,222,4
20,17,0.23843,250,4
60,14,0.23843,472,4
60,40,0.23843,320,4
60,42,0.40853,251,4
60,56,0.48062,65,4
60,58,0.36102,332,4
60,77,0.43515,202,4
60,128,0.27234,295,4
60,130,0.27888,157,4
90,77,0.43515,202,4
130,12,0.56208,530,4
130,14,0.23705,348,4
130,40,0.23843,336,4
130,56,0.23843,363,4
130,58,0.30192,520,4
130,75,0.40853,284,4
130,77,0.27888,281,4
130,128,0.34159,344,4
130,130,0.30192,127,4
130,138,0.30192,617,4
130,140,0.27888,384,4
180,77,0.56709,592,4
180,75,0.34159,435,4
158,6,0.23843,509,4
160,6,0.56208,307,4
162,6,0.29403,477,4
160,20,0.38834,353,4
107,33,0.56208,324,4
105,33,0.23843,412,4
14,33,0.23843,250,4
12,33,0.35436,222,4
10,33,0.4265,427,4
10,50,0.4265,346,4
12,50,0.35436,361,4
105,50,0.23843,260,4
107,50,0.56208,494,4
109,50,0.40853,251,4
162,50,0.23843,690,4
162,70,0.34159,193,4
105,70,0.56208,326,4
103,70,0.48062,206,4
12,70,0.27234,264,4
10,70,0.4265,346,4
10,90,0.4265,251,4
12,90,0.43515,371,4
103,90,0.43515,408,4
105,90,0.56208,673,4
107,90,0.30192,297,4
182,90,0.34159,344,4
184,90,0.27888,873,4
10,134,0.22953,432,4
12,134,0.43515,245,4
105,134,0.30192,617,4
164,134,0.30192,1000,4
164,145,0.29035,208,4
162,145,0.3739,209,4
6,40,0.23618,271,4
6,42,0.26999,270,4
6,56,0.35436,162,4
164,80,0.27888,281,4
109,70,0.30192,515,4
103,145,0.2045,117,4
103,135,0.27888,501,4
6,58,0.36102,332,5
6,128,0.37766,133,5
6,130,0.27888,302,5
20,9,0.4265,221,5
20,12,0.58145,206,5
20,14,0.35436,222,5
20,17,0.23843,250,5
60,14,0.23843,472,5
60,40,0.23843,320,5
60,42,0.40853,251,5
60,56,0.48062,65,5
60,58,0.36102,332,5
60,77,0.43515,202,5
60,128,0.27234,295,5
60,130,0.27888,157,5
90,77,0.43515,202,5
130,12,0.56208,530,5
130,14,0.23705,348,5
130,40,0.23843,336,5
130,56,0.23843,363,5
130,58,0.30192,520,5
130,75,0.40853,284,5
130,77,0.27888,281,5
130,128,0.34159,344,5
130,130,0.30192,127,5
130,138,0.30192,617,5
130,140,0.27888,384,5
180,77,0.56709,592,5
180,75,0.34159,435,5
158,6,0.23843,509,5
160,6,0.56208,307,5
162,6,0.29403,477,5
160,20,0.38834,353,5
107,33,0.56208,324,5
105,33,0.23843,412,5
14,33,0.23843,250,5
12,33,0.35436,222,5
10,33,0.4265,427,5
10,50,0.4265,346,5
12,50,0.35436,361,5
105,50,0.23843,260,5
107,50,0.56208,494,5
109,50,0.40853,251,5
162,50,0.23843,690,5
162,70,0.34159,193,5
105,70,0.56208,326,5
103,70,0.48062,206,5
12,70,0.27234,264,5
10,70,0.4265,346,5
10,90,0.4265,251,5
12,90,0.43515,371,5
103,90,0.43515,408,5
105,90,0.56208,673,5
107,90,0.30192,297,5
182,90,0.34159,344,5
184,90,0.27888,873,5
10,134,0.22953,432,5
12,134,0.43515,245,5
105,134,0.30192,617,5
164,134,0.30192,1000,5
164,145,0.29035,208,5
162,145,0.3739,209,5
6,40,0.23618,271,5
6,42,0.26999,270,5
6,56,0.35436,162,5
164,80,0.27888,281,5
109,70,0.30192,515,5
103,145,0.2045,117,5
103,135,0.27888,501,5
6,58,0.36102,332,6
6,128,0.37766,133,6
6,130,0.27888,302,6
20,9,0.4265,221,6
20,12,0.58145,206,6
20,14,0.35436,222,6
20,17,0.23843,250,6
60,14,0.23843,472,6
60,40,0.23843,320,6
60,42,0.40853,251,6
60,56,0.48062,65,6
60,58,0.36102,332,6
60,77,0.43515,202,6
60,128,0.27234,295,6
60,130,0.27888,157,6
90,77,0.43515,202,6
130,12,0.56208,530,6
130,14,0.23705,348,6
130,40,0.23843,336,6
130,56,0.23843,363,6
130,58,0.30192,520,6
130,75,0.40853,284,6
130,77,0.27888,281,6
130,128,0.34159,344,6
130,130,0.30192,127,6
130,138,0.30192,617,6
130,140,0.27888,384,6
180,77,0.56709,592,6
180,75,0.34159,435,6
158,6,0.23843,509,6
160,6,0.56208,307,6
162,6,0.29403,477,6
160,20,0.38834,353,6
107,33,0.56208,324,6
105,33,0.23843,412,6
14,33,0.23843,250,6
12,33,0.35436,222,6
10,33,0.4265,427,6
10,50,0.4265,346,6
12,50,0.35436,361,6
105,50,0.23843,260,6
107,50,0.56208,494,6
109,50,0.40853,251,6
162,50,0.23843,690,6
162,70,0.34159,193,6
105,70,0.56208,326,6
103,70,0.48062,206,6
12,70,0.27234,264,6
10,70,0.4265,346,6
10,90,0.4265,251,6
12,90,0.43515,371,6
103,90,0.43515,408,6
105,90,0.56208,673,6
107,90,0.30192,297,6
182,90,0.34159,344,6
184,90,0.27888,873,6
10,134,0.22953,432,6
12,134,0.43515,245,6
105,134,0.30192,617,6
