6,58,0.43937,430
6,128,0.49435,109
6,130,0.47014,344
20,9,0.51657,106
20,12,0.65054,98
20,14,0.46437,170
20,17,0.47014,176
60,14,0.47014,346
60,40,0.68723,238
60,42,0.47014,232
60,56,0.12581,92
60,58,0.43937,590
60,77,0.31752,512
60,128,0.31752,167
60,130,0.47014,301
90,75,0.31752,353
90,77,0.46437,159
130,10,0.62467,314
130,12,0.38212,579
130,14,0.49331,246
130,40,0.6,107
130,42,0.47014,268
130,56,0.47014,347
130,58,0.43937,415
130,75,0.31752,222
130,77,0.46437,210
130,128,0.46437,266
130,130,0.47014,422
130,138,0.65971,90
130,140,0.45113,101
180,77,0.42127,305
180,75,0.31752,297
180,58,0.31752,292
180,56,0.62467,175
180,40,0.6,107
158,6,0.62467,314
160,6,0.38212,346
162,6,0.49331,505
208,6,0.31752,315
210,6,0.42127,683
160,20,0.43937,492
162,33,0.16303,186
160,33,0.43937,306
107,33,0.38212,481
105,33,0.62467,308
14,33,0.47014,176
12,33,0.46437,170
10,33,0.51657,204
10,50,0.51657,94
12,50,0.46437,321
105,50,0.62467,200
107,50,0.38212,432
109,50,0.47014,63
160,50,0.47014,414
162,50,0.47014,347
205,50,0.31752,467
208,50,0.31752,297
210,50,0.42127,305
210,70,0.42127,305
208,70,0.31752,297
164,70,0.16303,185
162,70,0.47014,281
105,70,0.38212,288
103,70,0.12581,327
12,70,0.5847,424
10,70,0.51657,168
162,60,0.47014,466
10,90,0.31752,554
12,90,0.5847,298
103,90,0.13128,180
105,90,0.61067,184
107,90,0.46437,171
182,90,0.47014,491
184,90,0.29795,415
105,120,0.61067,364
10,134,0.51094,442
12,134,0.62279,201
105,134,0.45113,225
107,134,0.65971,90
164,134,0.68903,218
164,145,0.68903,218
162,145,0.65971,191
105,145,0.62671,124
6,40,0.52761,262
6,42,0.43704,293
6,56,0.12581,223
