6,58,0.55563,385
6,128,0.34412,131
6,130,0.32323,323
20,9,0.20021,209
20,12,0.43605,190
20,14,0.23244,214
20,17,0.47061,225
60,14,0.47061,439
60,40,0.47061,311
60,42,0.43605,261
60,56,0.59356,60
60,58,0.55563,385
60,77,0.23482,219
60,128,0.23482,321
60,130,0.22734,161
90,77,0.23482,219
130,12,0.47482,549
130,14,0.35471,331
130,40,0.47061,364
130,56,0.47482,380
130,58,0.23244,548
130,75,0.50686,286
130,77,0.58333,291
130,128,0.23244,335
130,130,0.53911,143
130,138,0.50686,649
130,140,0.23482,403
180,77,0.31383,608
180,75,0.50686,427
158,6,0.47061,484
160,6,0.43605,301
162,6,0.35471,453
160,20,0.47482,369
107,33,0.47482,358
105,33,0.23482,383
14,33,0.47061,225
12,33,0.23244,214
10,33,0.43605,399
10,50,0.43605,314
12,50,0.23244,337
105,50,0.23482,248
107,50,0.47482,547
109,50,0.43605,261
162,50,0.47482,733
162,70,0.23244,195
105,70,0.47482,361
103,70,0.23482,218
12,70,0.23244,228
10,70,0.43605,314
10,90,0.29185,218
12,90,0.23482,351
103,90,0.23482,436
105,90,0.50686,722
107,90,0.23244,310
182,90,0.23244,335
184,90,0.58333,899
10,134,0.208,431
12,134,0.22734,212
105,134,0.50686,649
164,134,0.58333,1042
164,145,0.58333,197
162,145,0.23191,207
6,40,0.21577,290
6,42,0.44595,265
6,56,0.59356,169
164,80,0.58333,291
109,70,0.23244,527
103,145,0.55839,116
103,135,0.23482,519
