6,58,0.49757,410,1
6,128,0.3429,100,1
6,130,0.11274,345,1
20,9,0.58585,103,1
20,12,0.31564,124,1
20,14,0.5349,175,1
20,17,0.47729,161,1
60,14,0.5349,336,1
60,40,0.53635,252,1
60,42,0.47729,223,1
60,56,0.63728,105,1
60,58,0.11274,605,1
60,77,0.13946,493,1
60,128,0.61727,157,1
60,130,0.16184,278,1
90,75,0.13946,357,1
90,77,0.63728,136,1
130,10,0.13946,293,1
130,12,0.49757,605,1
130,14,0.33073,250,1
130,40,0.14379,122,1
130,42,0.21718,255,1
130,56,0.21718,318,1
130,58,0.49757,453,1
130,75,0.30226,238,1
130,77,0.63728,187,1
130,128,0.36747,244,1
130,130,0.63728,417,1
130,138,0.34386,102,1
130,140,0.45956,94,1
180,77,0.11529,293,1
180,75,0.30226,301,1
180,58,0.30226,315,1
180,56,0.21718,166,1
180,40,0.14379,122,1
158,6,0.13946,293,1
160,6,0.45861,372,1
162,6,0.33073,517,1
208,6,0.30226,333,1
210,6,0.15897,683,1
160,20,0.49757,500,1
162,33,0.49757,186,1
160,33,0.31564,314,1
107,33,0.49757,481,1
105,33,0.13946,276,1
14,33,0.47729,161,1
12,33,0.5349,175,1
10,33,0.58585,227,1
10,50,0.58585,111,1
12,50,0.5349,324,1
105,50,0.13946,182,1
107,50,0.49757,405,1
109,50,0.21718,72,1
160,50,0.21718,418,1
162,50,0.49757,337,1
205,50,0.30226,481,1
208,50,0.30226,301,1
210,50,0.11529,293,1
210,70,0.11529,293,1
208,70,0.30226,301,1
164,70,0.30226,180,1
162,70,0.16184,285,1
105,70,0.49757,276,1
103,70,0.63728,322,1
12,70,0.11274,446,1
10,70,0.61727,164,1
162,60,0.16184,464,1
10,90,0.61727,533,1
12,90,0.11274,322,1
103,90,0.63728,176,1
105,90,0.16184,173,1
107,90,0.48076,181,1
182,90,0.63728,472,1
184,90,0.53441,409,1
105,120,0.63728,349,1
10,134,0.54058,417,1
12,134,0.16184,196,1
105,134,0.45956,202,1
107,134,0.34386,102,1
164,134,0.18543,220,1
164,145,0.18543,220,1
162,145,0.45956,196,1
105,145,0.24421,108,1
6,40,0.48321,290,1
6,42,0.24567,289,1
6,56,0.63728,231,1
6,58,0.49757,410,2
6,128,0.3429,100,2
6,130,0.11274,345,2
20,9,0.58585,103,2
20,12,0.31564,124,2
20,14,0.5349,175,2
20,17,0.47729,161,2
60,14,0.5349,336,2
60,40,0.53635,252,2
60,42,0.47729,223,2
60,56,0.63728,105,2
60,58,0.11274,605,2
60,77,0.13946,493,2
60,128,0.61727,157,2
60,130,0.16184,278,2
90,75,0.13946,357,2
90,77,0.63728,136,2
130,10,0.13946,293,2
130,12,0.49757,605,2
130,14,0.33073,250,2
130,40,0.14379,122,2
130,42,0.21718,255,2
130,56,0.21718,318,2
130,58,0.49757,453,2
130,75,0.30226,238,2
130,77,0.63728,187,2
130,128,0.36747,244,2
130,130,0.63728,417,2
130,138,0.34386,102,2
130,140,0.45956,94,2
180,77,0.11529,293,2
180,75,0.30226,301,2
180,58,0.30226,315,2
180,56,0.21718,166,2
180,40,0.14379,122,2
158,6,0.13946,293,2
160,6,0.45861,372,2
162,6,0.33073,517,2
208,6,0.30226,333,2
210,6,0.15897,683,2
160,20,0.49757,500,2
162,33,0.49757,186,2
160,33,0.31564,314,2
107,33,0.49757,481,2
105,33,0.13946,276,2
14,33,0.47729,161,2
12,33,0.5349,175,2
10,33,0.58585,227,2
10,50,0.58585,111,2
12,50,0.5349,324,2
105,50,0.13946,182,2
107,50,0.49757,405,2
109,50,0.21718,72,2
160,50,0.21718,418,2
162,50,0.49757,337,2
205,50,0.30226,481,2
208,50,0.30226,301,2
210,50,0.11529,293,2
210,70,0.11529,293,2
208,70,0.30226,301,2
164,70,0.30226,180,2
162,70,0.16184,285,2
105,70,0.49757,276,2
103,70,0.63728,322,2
12,70,0.11274,446,2
10,70,0.61727,164,2
162,60,0.16184,464,2
10,90,0.61727,533,2
12,90,0.11274,322,2
103,90,0.63728,176,2
105,90,0.16184,173,2
107,90,0.48076,181,2
182,90,0.63728,472,2
184,90,0.53441,409,2
105,120,0.63728,349,2
10,134,0.54058,417,2
12,134,0.16184,196,2
105,134,0.45956,202,2
107,134,0.34386,102,2
164,134,0.18543,220,2
164,145,0.18543,220,2
162,145,0.45956,196,2
105,145,0.24421,108,2
6,40,0.48321,290,2
6,42,0.24567,289,2
6,56,0.63728,231,2
6,58,0.49757,410,3
6,128,0.3429,100,3
6,130,0.11274,345,3
20,9,0.58585,103,3
20,12,0.31564,124,3
20,14,0.5349,175,3
20,17,0.47729,161,3
60,14,0.5349,336,3
60,40,0.53635,252,3
60,42,0.47729,223,3
60,56,0.63728,105,3
60,58,0.11274,605,3
60,77,0.13946,493,3
60,128,0.61727,157,3
60,130,0.16184,278,3
90,75,0.13946,357,3
90,77,0.63728,136,3
130,10,0.13946,293,3
130,12,0.49757,605,3
130,14,0.33073,250,3
130,40,0.14379,122,3
130,42,0.21718,255,3
130,56,0.21718,318,3
130,58,0.49757,453,3
130,75,0.30226,238,3
130,77,0.63728,187,3
130,128,0.36747,244,3
130,130,0.63728,417,3
130,138,0.34386,102,3
130,140,0.45956,94,3
180,77,0.11529,293,3
180,75,0.30226,301,3
180,58,0.30226,315,3
180,56,0.21718,166,3
180,40,0.14379,122,3
158,6,0.13946,293,3
160,6,0.45861,372,3
162,6,0.33073,517,3
208,6,0.30226,333,3
210,6,0.15897,683,3
160,20,0.49757,500,3
162,33,0.49757,186,3
160,33,0.31564,314,3
107,33,0.49757,481,3
105,33,0.13946,276,3
14,33,0.47729,161,3
12,33,0.5349,175,3
10,33,0.58585,227,3
10,50,0.58585,111,3
12,50,0.5349,324,3
105,50,0.13946,182,3
107,50,0.49757,405,3
109,50,0.21718,72,3
160,50,0.21718,418,3
162,50,0.49757,337,3
205,50,0.30226,481,3
208,50,0.30226,301,3
210,50,0.11529,293,3
210,70,0.11529,293,3
208,70,0.30226,301,3
164,70,0.30226,180,3
162,70,0.16184,285,3
105,70,0.49757,276,3
103,70,0.63728,322,3
12,70,0.11274,446,3
10,70,0.61727,164,3
162,60,0.16184,464,3
10,90,0.61727,533,3
12,90,0.11274,322,3
103,90,0.63728,176,3
105,90,0.16184,173,3
107,90,0.48076,181,3
182,90,0.63728,472,3
184,90,0.53441,409,3
105,120,0.63728,349,3
10,134,0.54058,417,3
12,134,0.16184,196,3
105,134,0.45956,202,3
107,134,0.34386,102,3
164,134,0.18543,220,3
164,145,0.18543,220,3
162,145,0.45956,196,3
105,145,0.24421,108,3
6,40,0.48321,290,3
6,42,0.24567,289,3
6,56,0.63728,231,3
6,58,0.49757,410,4
6,128,0.3429,100,4
6,130,0.11274,345,4
20,9,0.58585,103,4
20,12,0.31564,124,4
20,14,0.5349,175,4
20,17,0.47729,161,4
60,14,0.5349,336,4
60,40,0.53635,252,4
60,42,0.47729,223,4
60,56,0.63728,105,4
60,58,0.11274,605,4
60,77,0.13946,493,4
60,128,0.61727,157,4
60,130,0.16184,278,4
90,75,0.13946,357,4
90,77,0.63728,136,4
130,10,0.13946,293,4
130,12,0.49757,605,4
130,14,0.33073,250,4
130,40,0.14379,122,4
130,42,0.21718,255,4
130,56,0.21718,318,4
130,58,0.49757,453,4
130,75,0.30226,238,4
130,77,0.63728,187,4
130,128,0.36747,244,4
130,130,0.63728,417,4
130,138,0.34386,102,4
130,140,0.45956,94,4
180,77,0.11529,293,4
180,75,0.30226,301,4
180,58,0.30226,315,4
180,56,0.21718,166,4
180,40,0.14379,122,4
158,6,0.13946,293,4
160,6,0.45861,372,4
162,6,0.33073,517,4
208,6,0.30226,333,4
210,6,0.15897,683,4
160,20,0.49757,500,4
162,33,0.49757,186,4
160,33,0.31564,314,4
107,33,0.49757,481,4
105,33,0.13946,276,4
14,33,0.47729,161,4
12,33,0.5349,175,4
10,33,0.58585,227,4
10,50,0.58585,111,4
12,50,0.5349,324,4
105,50,0.13946,182,4
107,50,0.49757,405,4
109,50,0.21718,72,4
160,50,0.21718,418,4
162,50,0.49757,337,4
205,50,0.30226,481,4
208,50,0.30226,301,4
210,50,0.11529,293,4
210,70,0.11529,293,4
208,70,0.30226,301,4
164,70,0.30226,180,4
162,70,0.16184,285,4
105,70,0.49757,276,4
103,70,0.63728,322,4
12,70,0.11274,446,4
10,70,0.61727,164,4
162,60,0.16184,464,4
10,90,0.61727,533,4
12,90,0.11274,322,4
103,90,0.63728,176,4
105,90,0.16184,173,4
107,90,0.48076,181,4
182,90,0.63728,472,4
184,90,0.53441,409,4
105,120,0.63728,349,4
10,134,0.54058,417,4
12,134,0.16184,196,4
105,134,0.45956,202,4
107,134,0.34386,102,4
164,134,0.18543,220,4
164,145,0.18543,220,4
162,145,0.45956,196,4
105,145,0.24421,108,4
6,40,0.48321,290,4
6,42,0.24567,289,4
6,56,0.63728,231,4
6,58,0.49757,410,5
6,128,0.3429,100,5
6,130,0.11274,345,5
20,9,0.58585,103,5
20,12,0.31564,124,5
20,14,0.5349,175,5
20,17,0.47729,161,5
60,14,0.5349,336,5
60,40,0.53635,252,5
60,42,0.47729,223,5
60,56,0.63728,105,5
60,58,0.11274,605,5
60,77,0.13946,493,5
60,128,0.61727,157,5
60,130,0.16184,278,5
90,75,0.13946,357,5
90,77,0.63728,136,5
130,10,0.13946,293,5
130,12,0.49757,605,5
130,14,0.33073,250,5
130,40,0.14379,122,5
130,42,0.21718,255,5
130,56,0.21718,318,5
130,58,0.49757,453,5
130,75,0.30226,238,5
130,77,0.63728,187,5
130,128,0.36747,244,5
