6,58,0.48483,414
6,128,0.44192,105
6,130,0.1506,355
20,9,0.19052,127
20,12,0.45689,117
20,14,0.44192,156
20,17,0.3476,167
60,14,0.44192,323
60,40,0.17616,259
60,42,0.3476,217
60,56,0.16996,111
60,58,0.58521,557
60,77,0.6118,460
60,128,0.19052,168
60,130,0.1506,316
90,75,0.44636,312
90,77,0.6118,148
130,10,0.19052,328
130,12,0.6118,592
130,14,0.22605,238
130,40,0.51166,128
130,42,0.3476,243
130,56,0.26867,327
130,58,0.6118,416
130,75,0.6118,208
130,77,0.6118,202
130,128,0.6118,224
130,130,0.1506,463
130,138,0.16213,114
130,140,0.57959,94
180,77,0.48081,278
180,75,0.6118,279
180,58,0.1506,290
180,56,0.26867,179
180,40,0.51166,128
158,6,0.19052,328
160,6,0.44636,364
162,6,0.32326,507
208,6,0.53454,329
210,6,0.17398,670
160,20,0.6118,497
162,33,0.6118,211
160,33,0.42799,286
107,33,0.6118,475
105,33,0.5841,286
14,33,0.3476,167
12,33,0.44192,156
10,33,0.19052,244
10,50,0.19052,131
12,50,0.44192,287
105,50,0.5841,181
107,50,0.6118,415
109,50,0.51166,60
160,50,0.42799,377
162,50,0.6118,363
205,50,0.6118,470
208,50,0.6118,279
210,50,0.48081,278
210,70,0.48081,278
208,70,0.6118,279
164,70,0.1506,190
162,70,0.5841,275
105,70,0.6118,281
103,70,0.58521,300
12,70,0.58521,404
10,70,0.19052,218
162,60,0.1506,465
10,90,0.19052,565
12,90,0.58521,291
103,90,0.58521,169
105,90,0.6118,183
107,90,0.6118,179
182,90,0.6118,477
184,90,0.1506,398
105,120,0.58521,352
10,134,0.6716,442
12,134,0.58521,192
105,134,0.57959,214
107,134,0.16213,114
164,134,0.1144,188
164,145,0.1144,188
162,145,0.16213,208
105,145,0.62141,120
6,40,0.66904,280
6,42,0.63215,273
6,56,0.16996,224
